Time,NodeID,Key
23.0248,1,fe46da0c2123481affdcd26e42dd0b6da0fc8f0f5698c1631071f5cb24caff81
26.0495,0,fe46da0c2123481affdcd26e42dd0b6da0fc8f0f5698c1631071f5cb24caff81
43.0247,1,0f4654f32520480957c9225241eb13e102d1503a16f40c07deb7b3fbacb175fc
46.0495,0,0f4654f32520480957c9225241eb13e102d1503a16f40c07deb7b3fbacb175fc
63.0247,1,e841faeb3e6c02a2d9f2b6e9ebbf0eeb3d92a947bb903df871a6d35c11fdeb65
66.0495,0,e841faeb3e6c02a2d9f2b6e9ebbf0eeb3d92a947bb903df871a6d35c11fdeb65
83.0247,1,3b219a741c8be1906258263db9c518f734d0a4c1f93345bb706d97414bade68d
86.0495,0,3b219a741c8be1906258263db9c518f734d0a4c1f93345bb706d97414bade68d
103.025,1,41570a7c158e1c9ae27de4659175beceb708f44b58e0ed105abd61ce86d03ba3
106.049,0,41570a7c158e1c9ae27de4659175beceb708f44b58e0ed105abd61ce86d03ba3
123.025,1,be755432013e3f80d92cbc9bbd7a665280e923cbb5e26e581db9ea25bb74c7e6
126.049,0,be755432013e3f80d92cbc9bbd7a665280e923cbb5e26e581db9ea25bb74c7e6
143.025,1,40972434640b56e658b7e77f6bbb82ce66773844db6f44bdd60322f4b058571d
146.049,0,40972434640b56e658b7e77f6bbb82ce66773844db6f44bdd60322f4b058571d
163.025,1,f86a14c236981904eea417b6fc290bf5a75b7b743ba78060b4927fece0795ee3
166.049,0,f86a14c236981904eea417b6fc290bf5a75b7b743ba78060b4927fece0795ee3
183.025,1,7137cdd7fed5c8e554fea0ef2a38180415a0413be25107c8cd6a4221a59e29f3
186.049,0,7137cdd7fed5c8e554fea0ef2a38180415a0413be25107c8cd6a4221a59e29f3
203.025,1,3cbcb98728b6da84917b44c73aa30c466c7d85d5d5f43bd2bc0a961ddc3e2fcd
206.049,0,3cbcb98728b6da84917b44c73aa30c466c7d85d5d5f43bd2bc0a961ddc3e2fcd
223.025,1,8dd4e00fdbe166210849d6c20d17c7c7cc6101158b806cd654cb46667122b55d
226.049,0,8dd4e00fdbe166210849d6c20d17c7c7cc6101158b806cd654cb46667122b55d
243.025,1,bb92528ef4f1b79436c9415ade5c8e5bb06eb0deefb62db56883cafc4d436441
246.049,0,bb92528ef4f1b79436c9415ade5c8e5bb06eb0deefb62db56883cafc4d436441
263.025,1,1ea1d8f3ff709ec9053216b10d93519cf2c7299c7cb0696a1ba3b0c56c5a5bf7
266.05,0,1ea1d8f3ff709ec9053216b10d93519cf2c7299c7cb0696a1ba3b0c56c5a5bf7
283.025,1,84a2cfb168b1cddc5ba9ce66e9532dfa37c1201da51e3ee4aa138c3926420f12
286.05,0,84a2cfb168b1cddc5ba9ce66e9532dfa37c1201da51e3ee4aa138c3926420f12
303.025,1,73e85a49b93018f1898414ca42040930fcd47515f2fb8575a511ee41e64cf9a2
306.05,0,73e85a49b93018f1898414ca42040930fcd47515f2fb8575a511ee41e64cf9a2
323.025,1,e1bab152b4d55a2d4e58a146ba52f2f9461e01ea1b1e77fd9f7a06c4cac3cb62
326.05,0,e1bab152b4d55a2d4e58a146ba52f2f9461e01ea1b1e77fd9f7a06c4cac3cb62
343.025,1,51b9de48a3f0380669a8dcdc19a57afc09db9cf26f0aa631c60efacd938f985d
346.05,0,51b9de48a3f0380669a8dcdc19a57afc09db9cf26f0aa631c60efacd938f985d
363.025,1,8eee027aebc5eef6445d926f1bf02c7f5180b5dc9d2a10dc75275ab07995033f
366.05,0,8eee027aebc5eef6445d926f1bf02c7f5180b5dc9d2a10dc75275ab07995033f
383.025,1,44cecabfdf1738f5524430f970a422b99d7a9e46e41613909fa5486b06981eec
386.05,0,44cecabfdf1738f5524430f970a422b99d7a9e46e41613909fa5486b06981eec
403.025,1,853b68e86e479753ff6c940b2c4504ade2c3465e42b5666442b47a3a38f61ffa
406.05,0,853b68e86e479753ff6c940b2c4504ade2c3465e42b5666442b47a3a38f61ffa
423.025,1,b24a69a0f5ff8e88cea7f74b22b53becf2950ac72780f263a28f9ac83dda04d8
426.05,0,b24a69a0f5ff8e88cea7f74b22b53becf2950ac72780f263a28f9ac83dda04d8
443.025,1,ec61d3b174ed8491b2f3d5a703cd5fb21b74ce808c84b62fa6f095bcc053e765
446.05,0,ec61d3b174ed8491b2f3d5a703cd5fb21b74ce808c84b62fa6f095bcc053e765
463.025,1,e31c81f2a187187394a0a54e9479e89637c5f4e6b53707aca7416a7bc923bfd7
466.05,0,e31c81f2a187187394a0a54e9479e89637c5f4e6b53707aca7416a7bc923bfd7
483.025,1,7ca12348041cd7732dfc5f74506241a09a1a4eac72a01f14f02cfcae75850ead
486.05,0,7ca12348041cd7732dfc5f74506241a09a1a4eac72a01f14f02cfcae75850ead
503.025,1,9bdcfa6fa8f54dab04dc484b5e6a392c9bf1358849c8860c405db377580c5396
506.05,0,9bdcfa6fa8f54dab04dc484b5e6a392c9bf1358849c8860c405db377580c5396
523.025,1,05d9829c0f93406e9fc447cf22bd0b904a515e79782661a37cac8fef7dcfc6d1
526.049,0,05d9829c0f93406e9fc447cf22bd0b904a515e79782661a37cac8fef7dcfc6d1
543.025,1,ca129b321242c66db38bd29f7b8cea2546aa0c9418aa0cbd04942924b6f47124
546.049,0,ca129b321242c66db38bd29f7b8cea2546aa0c9418aa0cbd04942924b6f47124
563.025,1,1aa63655e412fa444c8159470be8b120a93fe2d515c28959df06ee3c9a0d8b28
566.049,0,1aa63655e412fa444c8159470be8b120a93fe2d515c28959df06ee3c9a0d8b28
583.025,1,32b5cc4c971ce376461cb811255d1ef50235d708e002a5b22175deb46b28147a
586.049,0,32b5cc4c971ce376461cb811255d1ef50235d708e002a5b22175deb46b28147a
603.025,1,ea39c1b12cd5243848ab6bbd5de613d6278dbc1b9cadb183c747332005ce0112
606.049,0,ea39c1b12cd5243848ab6bbd5de613d6278dbc1b9cadb183c747332005ce0112
623.025,1,c6de4f4abfbb3e9e3ccd01738b0b941ac8fd555f11edf0c7fdb4f24a826bd24e
626.049,0,c6de4f4abfbb3e9e3ccd01738b0b941ac8fd555f11edf0c7fdb4f24a826bd24e
643.025,1,50e2b8ca02aa60f9250ee6c6dc0ecf0f2d6c5f09ec2daf56e24d9a4c11ce9f80
646.049,0,50e2b8ca02aa60f9250ee6c6dc0ecf0f2d6c5f09ec2daf56e24d9a4c11ce9f80
663.025,1,e3f4624d30b1940fbdb395e7231d5fe90cf52fac225469a8e97cb4ef286311c1
666.049,0,e3f4624d30b1940fbdb395e7231d5fe90cf52fac225469a8e97cb4ef286311c1
683.025,1,effbc7339383654d5ba34e3fabe40e68b77889a824ff73f33fc5f49b2dfb0a8c
686.049,0,effbc7339383654d5ba34e3fabe40e68b77889a824ff73f33fc5f49b2dfb0a8c
