Time,PacketID,NodeID,EventType,Size,PacketType,PacketState,Comment
20,0,0,1,65,NC,BEGIN,transmit
20.0103,0,1,2,65,NC,BEGIN,receive
20.0103,1,1,1,78,NC,UPDATE,transmit
20.0205,1,0,2,78,NC,UPDATE,receive
20.0205,2,0,1,73,NC,UPDATE,transmit
20.0308,2,1,2,73,NC,UPDATE,receive
20.0308,3,1,1,73,NC,UPDATE,transmit
20.0411,3,0,2,73,NC,UPDATE,receive
20.0411,4,0,1,76,NC,UPDATE,transmit
20.0514,4,1,2,76,NC,UPDATE,receive
20.0514,5,1,1,72,NC,UPDATE,transmit
20.0616,5,0,2,72,NC,UPDATE,receive
20.0616,6,0,1,73,NC,UPDATE,transmit
20.0719,6,1,2,73,NC,UPDATE,receive
20.0719,7,1,1,73,NC,UPDATE,transmit
20.0822,7,0,2,73,NC,UPDATE,receive
20.0822,8,0,1,72,NC,UPDATE,transmit
20.0925,8,1,2,72,NC,UPDATE,receive
20.0925,9,1,1,76,NC,UPDATE,transmit
20.1027,9,0,2,76,NC,UPDATE,receive
20.1027,10,0,1,76,NC,UPDATE,transmit
20.113,10,1,2,76,NC,UPDATE,receive
20.113,11,1,1,78,NC,UPDATE,transmit
20.1233,11,0,2,78,NC,UPDATE,receive
20.1233,12,0,1,74,NC,UPDATE,transmit
20.1336,12,1,2,74,NC,UPDATE,receive
20.1336,13,1,1,77,NC,UPDATE,transmit
20.1439,13,0,2,77,NC,UPDATE,receive
20.1439,14,0,1,77,NC,UPDATE,transmit
20.1542,14,1,2,77,NC,UPDATE,receive
20.1542,15,1,1,74,NC,UPDATE,transmit
20.1644,15,0,2,74,NC,UPDATE,receive
20.1644,16,0,1,71,NC,UPDATE,transmit
20.1747,16,1,2,71,NC,UPDATE,receive
20.1747,17,1,1,76,NC,UPDATE,transmit
20.185,17,0,2,76,NC,UPDATE,receive
20.185,18,0,1,74,NC,UPDATE,transmit
20.1953,18,1,2,74,NC,UPDATE,receive
20.1953,19,1,1,71,NC,UPDATE,transmit
20.2055,19,0,2,71,NC,UPDATE,receive
20.2055,20,0,1,73,NC,UPDATE,transmit
20.2158,20,1,2,73,NC,UPDATE,receive
20.2158,21,1,1,75,NC,UPDATE,transmit
20.2261,21,0,2,75,NC,UPDATE,receive
20.2261,22,0,1,73,NC,UPDATE,transmit
20.2364,22,1,2,73,NC,UPDATE,receive
20.2364,23,1,1,74,NC,UPDATE,transmit
20.2467,23,0,2,74,NC,UPDATE,receive
20.2467,24,0,1,74,NC,UPDATE,transmit
20.2569,24,1,2,74,NC,UPDATE,receive
20.2569,25,1,1,67,NC,UPDATE,transmit
20.2672,25,0,2,67,NC,UPDATE,receive
20.2672,26,0,1,79,NC,UPDATE,transmit
20.2775,26,1,2,79,NC,UPDATE,receive
20.2775,27,1,1,77,NC,UPDATE,transmit
20.2878,27,0,2,77,NC,UPDATE,receive
20.2878,28,0,1,76,NC,UPDATE,transmit
20.298,28,1,2,76,NC,UPDATE,receive
20.298,29,1,1,76,NC,UPDATE,transmit
20.3083,29,0,2,76,NC,UPDATE,receive
20.3083,30,0,1,71,NC,UPDATE,transmit
20.3186,30,1,2,71,NC,UPDATE,receive
20.3186,31,1,1,70,NC,UPDATE,transmit
20.3289,31,0,2,70,NC,UPDATE,receive
20.3289,32,0,1,72,NC,UPDATE,transmit
20.3391,32,1,2,72,NC,UPDATE,receive
20.3391,33,1,1,74,NC,UPDATE,transmit
20.3494,33,0,2,74,NC,UPDATE,receive
20.3494,34,0,1,73,NC,UPDATE,transmit
20.3597,34,1,2,73,NC,UPDATE,receive
20.3597,35,1,1,76,NC,UPDATE,transmit
20.37,35,0,2,76,NC,UPDATE,receive
20.37,36,0,1,74,NC,UPDATE,transmit
20.3802,36,1,2,74,NC,UPDATE,receive
20.3802,37,1,1,75,NC,UPDATE,transmit
20.3905,37,0,2,75,NC,UPDATE,receive
20.3905,38,0,1,72,NC,UPDATE,transmit
20.4008,38,1,2,72,NC,UPDATE,receive
20.4008,39,1,1,77,NC,UPDATE,transmit
20.4111,39,0,2,77,NC,UPDATE,receive
20.4111,40,0,1,72,NC,UPDATE,transmit
20.4214,40,1,2,72,NC,UPDATE,receive
20.4214,41,1,1,77,NC,UPDATE,transmit
20.4316,41,0,2,77,NC,UPDATE,receive
20.4316,42,0,1,74,NC,UPDATE,transmit
20.4419,42,1,2,74,NC,UPDATE,receive
20.4419,43,1,1,72,NC,UPDATE,transmit
20.4522,43,0,2,72,NC,UPDATE,receive
20.4522,44,0,1,75,NC,UPDATE,transmit
20.4625,44,1,2,75,NC,UPDATE,receive
20.4625,45,1,1,73,NC,UPDATE,transmit
20.4727,45,0,2,73,NC,UPDATE,receive
20.4727,46,0,1,73,NC,UPDATE,transmit
20.483,46,1,2,73,NC,UPDATE,receive
20.483,47,1,1,75,NC,UPDATE,transmit
20.4933,47,0,2,75,NC,UPDATE,receive
20.4933,48,0,1,71,NC,UPDATE,transmit
20.5036,48,1,2,71,NC,UPDATE,receive
20.5036,49,1,1,77,NC,UPDATE,transmit
20.5139,49,0,2,77,NC,UPDATE,receive
20.5139,50,0,1,71,NC,UPDATE,transmit
20.5241,50,1,2,71,NC,UPDATE,receive
20.5241,51,1,1,78,NC,UPDATE,transmit
20.5344,51,0,2,78,NC,UPDATE,receive
20.5344,52,0,1,71,NC,UPDATE,transmit
20.5447,52,1,2,71,NC,UPDATE,receive
20.5447,53,1,1,72,NC,UPDATE,transmit
20.555,53,0,2,72,NC,UPDATE,receive
20.555,54,0,1,77,NC,UPDATE,transmit
20.5652,54,1,2,77,NC,UPDATE,receive
20.5652,55,1,1,73,NC,UPDATE,transmit
20.5755,55,0,2,73,NC,UPDATE,receive
20.5755,56,0,1,71,NC,UPDATE,transmit
20.5858,56,1,2,71,NC,UPDATE,receive
20.5858,57,1,1,72,NC,UPDATE,transmit
20.5961,57,0,2,72,NC,UPDATE,receive
20.5961,58,0,1,70,NC,UPDATE,transmit
20.6063,58,1,2,70,NC,UPDATE,receive
20.6063,59,1,1,73,NC,UPDATE,transmit
20.6166,59,0,2,73,NC,UPDATE,receive
20.6166,60,0,1,74,NC,UPDATE,transmit
20.6269,60,1,2,74,NC,UPDATE,receive
20.6269,61,1,1,66,NC,UPDATE,transmit
20.6371,61,0,2,66,NC,UPDATE,receive
20.6371,62,0,1,72,NC,UPDATE,transmit
20.6474,62,1,2,72,NC,UPDATE,receive
20.6474,63,1,1,74,NC,UPDATE,transmit
20.6577,63,0,2,74,NC,UPDATE,receive
20.6577,64,0,1,74,NC,UPDATE,transmit
20.668,64,1,2,74,NC,UPDATE,receive
20.668,65,1,1,76,NC,UPDATE,transmit
20.6782,65,0,2,76,NC,UPDATE,receive
20.6782,66,0,1,72,NC,UPDATE,transmit
20.6885,66,1,2,72,NC,UPDATE,receive
20.6885,67,1,1,78,NC,UPDATE,transmit
20.6988,67,0,2,78,NC,UPDATE,receive
20.6988,68,0,1,72,NC,UPDATE,transmit
20.7091,68,1,2,72,NC,UPDATE,receive
20.7091,69,1,1,75,NC,UPDATE,transmit
20.7194,69,0,2,75,NC,UPDATE,receive
20.7194,70,0,1,78,NC,UPDATE,transmit
20.7296,70,1,2,78,NC,UPDATE,receive
20.7296,71,1,1,70,NC,UPDATE,transmit
20.7399,71,0,2,70,NC,UPDATE,receive
20.7399,72,0,1,73,NC,UPDATE,transmit
20.7502,72,1,2,73,NC,UPDATE,receive
20.7502,73,1,1,74,NC,UPDATE,transmit
20.7605,73,0,2,74,NC,UPDATE,receive
20.7605,74,0,1,78,NC,UPDATE,transmit
20.7707,74,1,2,78,NC,UPDATE,receive
20.7707,75,1,1,75,NC,UPDATE,transmit
20.781,75,0,2,75,NC,UPDATE,receive
20.781,76,0,1,74,NC,UPDATE,transmit
20.7913,76,1,2,74,NC,UPDATE,receive
20.7913,77,1,1,71,NC,UPDATE,transmit
20.8016,77,0,2,71,NC,UPDATE,receive
20.8016,78,0,1,74,NC,UPDATE,transmit
20.8119,78,1,2,74,NC,UPDATE,receive
20.8119,79,1,1,81,NC,UPDATE,transmit
20.8221,79,0,2,81,NC,UPDATE,receive
20.8221,80,0,1,71,NC,UPDATE,transmit
20.8324,80,1,2,71,NC,UPDATE,receive
20.8324,81,1,1,75,NC,UPDATE,transmit
20.8427,81,0,2,75,NC,UPDATE,receive
20.8427,82,0,1,70,NC,UPDATE,transmit
20.853,82,1,2,70,NC,UPDATE,receive
20.853,83,1,1,75,NC,UPDATE,transmit
20.8632,83,0,2,75,NC,UPDATE,receive
20.8632,84,0,1,72,NC,UPDATE,transmit
20.8735,84,1,2,72,NC,UPDATE,receive
20.8735,85,1,1,72,NC,UPDATE,transmit
20.8838,85,0,2,72,NC,UPDATE,receive
20.8838,86,0,1,78,NC,UPDATE,transmit
20.8941,86,1,2,78,NC,UPDATE,receive
20.8941,87,1,1,70,NC,UPDATE,transmit
20.9043,87,0,2,70,NC,UPDATE,receive
20.9043,88,0,1,72,NC,UPDATE,transmit
20.9146,88,1,2,72,NC,UPDATE,receive
20.9146,89,1,1,72,NC,UPDATE,transmit
20.9249,89,0,2,72,NC,UPDATE,receive
20.9249,90,0,1,76,NC,UPDATE,transmit
20.9352,90,1,2,76,NC,UPDATE,receive
20.9352,91,1,1,77,NC,UPDATE,transmit
20.9455,91,0,2,77,NC,UPDATE,receive
20.9455,92,0,1,71,NC,UPDATE,transmit
20.9557,92,1,2,71,NC,UPDATE,receive
20.9557,93,1,1,76,NC,UPDATE,transmit
20.966,93,0,2,76,NC,UPDATE,receive
20.966,94,0,1,73,NC,UPDATE,transmit
20.9763,94,1,2,73,NC,UPDATE,receive
20.9763,95,1,1,77,NC,UPDATE,transmit
20.9866,95,0,2,77,NC,UPDATE,receive
20.9866,96,0,1,74,NC,UPDATE,transmit
20.9968,96,1,2,74,NC,UPDATE,receive
20.9968,97,1,1,76,NC,UPDATE,transmit
21.0071,97,0,2,76,NC,UPDATE,receive
21.0071,98,0,1,70,NC,UPDATE,transmit
21.0174,98,1,2,70,NC,UPDATE,receive
21.0174,99,1,1,76,NC,UPDATE,transmit
21.0277,99,0,2,76,NC,UPDATE,receive
21.0277,100,0,1,70,NC,UPDATE,transmit
21.0379,100,1,2,70,NC,UPDATE,receive
21.0379,101,1,1,75,NC,UPDATE,transmit
21.0482,101,0,2,75,NC,UPDATE,receive
21.0482,102,0,1,70,NC,UPDATE,transmit
21.0585,102,1,2,70,NC,UPDATE,receive
21.0585,103,1,1,73,NC,UPDATE,transmit
21.0688,103,0,2,73,NC,UPDATE,receive
21.0688,104,0,1,74,NC,UPDATE,transmit
21.079,104,1,2,74,NC,UPDATE,receive
21.079,105,1,1,79,NC,UPDATE,transmit
21.0893,105,0,2,79,NC,UPDATE,receive
21.0893,106,0,1,71,NC,UPDATE,transmit
21.0996,106,1,2,71,NC,UPDATE,receive
21.0996,107,1,1,69,NC,UPDATE,transmit
21.1099,107,0,2,69,NC,UPDATE,receive
21.1099,108,0,1,72,NC,UPDATE,transmit
21.1201,108,1,2,72,NC,UPDATE,receive
21.1201,109,1,1,74,NC,UPDATE,transmit
21.1304,109,0,2,74,NC,UPDATE,receive
21.1304,110,0,1,72,NC,UPDATE,transmit
21.1407,110,1,2,72,NC,UPDATE,receive
21.1407,111,1,1,74,NC,UPDATE,transmit
21.151,111,0,2,74,NC,UPDATE,receive
21.151,112,0,1,73,NC,UPDATE,transmit
21.1612,112,1,2,73,NC,UPDATE,receive
21.1612,113,1,1,76,NC,UPDATE,transmit
21.1715,113,0,2,76,NC,UPDATE,receive
21.1715,114,0,1,71,NC,UPDATE,transmit
21.1818,114,1,2,71,NC,UPDATE,receive
21.1818,115,1,1,78,NC,UPDATE,transmit
21.1921,115,0,2,78,NC,UPDATE,receive
21.1921,116,0,1,73,NC,UPDATE,transmit
21.2024,116,1,2,73,NC,UPDATE,receive
21.2024,117,1,1,78,NC,UPDATE,transmit
21.2126,117,0,2,78,NC,UPDATE,receive
21.2126,118,0,1,73,NC,UPDATE,transmit
21.2229,118,1,2,73,NC,UPDATE,receive
21.2229,119,1,1,73,NC,UPDATE,transmit
21.2332,119,0,2,73,NC,UPDATE,receive
21.2332,120,0,1,73,NC,UPDATE,transmit
21.2435,120,1,2,73,NC,UPDATE,receive
21.2435,121,1,1,78,NC,UPDATE,transmit
21.2538,121,0,2,78,NC,UPDATE,receive
21.2538,122,0,1,78,NC,UPDATE,transmit
21.264,122,1,2,78,NC,UPDATE,receive
21.264,123,1,1,75,NC,UPDATE,transmit
21.2743,123,0,2,75,NC,UPDATE,receive
21.2743,124,0,1,73,NC,UPDATE,transmit
21.2846,124,1,2,73,NC,UPDATE,receive
21.2846,125,1,1,73,NC,UPDATE,transmit
21.2949,125,0,2,73,NC,UPDATE,receive
21.2949,126,0,1,72,NC,UPDATE,transmit
21.3051,126,1,2,72,NC,UPDATE,receive
21.3051,127,1,1,73,NC,UPDATE,transmit
21.3154,127,0,2,73,NC,UPDATE,receive
21.3154,128,0,1,73,NC,UPDATE,transmit
21.3257,128,1,2,73,NC,UPDATE,receive
21.3257,129,1,1,71,NC,UPDATE,transmit
21.336,129,0,2,71,NC,UPDATE,receive
21.336,130,0,1,76,NC,UPDATE,transmit
21.3462,130,1,2,76,NC,UPDATE,receive
21.3462,131,1,1,78,NC,UPDATE,transmit
21.3565,131,0,2,78,NC,UPDATE,receive
21.3565,132,0,1,73,NC,UPDATE,transmit
21.3668,132,1,2,73,NC,UPDATE,receive
21.3668,133,1,1,78,NC,UPDATE,transmit
21.3771,133,0,2,78,NC,UPDATE,receive
21.3771,134,0,1,74,NC,UPDATE,transmit
21.3874,134,1,2,74,NC,UPDATE,receive
21.3874,135,1,1,77,NC,UPDATE,transmit
21.3977,135,0,2,77,NC,UPDATE,receive
21.3977,136,0,1,72,NC,UPDATE,transmit
21.4079,136,1,2,72,NC,UPDATE,receive
21.4079,137,1,1,76,NC,UPDATE,transmit
21.4182,137,0,2,76,NC,UPDATE,receive
21.4182,138,0,1,70,NC,UPDATE,transmit
21.4285,138,1,2,70,NC,UPDATE,receive
21.4285,139,1,1,73,NC,UPDATE,transmit
21.4388,139,0,2,73,NC,UPDATE,receive
21.4388,140,0,1,70,NC,UPDATE,transmit
21.449,140,1,2,70,NC,UPDATE,receive
21.449,141,1,1,73,NC,UPDATE,transmit
21.4593,141,0,2,73,NC,UPDATE,receive
21.4593,142,0,1,78,NC,UPDATE,transmit
21.4696,142,1,2,78,NC,UPDATE,receive
21.4696,143,1,1,78,NC,UPDATE,transmit
21.4799,143,0,2,78,NC,UPDATE,receive
21.4799,144,0,1,73,NC,UPDATE,transmit
21.4901,144,1,2,73,NC,UPDATE,receive
21.4901,145,1,1,73,NC,UPDATE,transmit
21.5004,145,0,2,73,NC,UPDATE,receive
21.5004,146,0,1,74,NC,UPDATE,transmit
21.5107,146,1,2,74,NC,UPDATE,receive
21.5107,147,1,1,71,NC,UPDATE,transmit
21.521,147,0,2,71,NC,UPDATE,receive
21.521,148,0,1,75,NC,UPDATE,transmit
21.5312,148,1,2,75,NC,UPDATE,receive
21.5312,149,1,1,77,NC,UPDATE,transmit
21.5415,149,0,2,77,NC,UPDATE,receive
21.5415,150,0,1,75,NC,UPDATE,transmit
21.5518,150,1,2,75,NC,UPDATE,receive
21.5518,151,1,1,74,NC,UPDATE,transmit
21.5621,151,0,2,74,NC,UPDATE,receive
21.5621,152,0,1,74,NC,UPDATE,transmit
21.5724,152,1,2,74,NC,UPDATE,receive
21.5724,153,1,1,73,NC,UPDATE,transmit
21.5826,153,0,2,73,NC,UPDATE,receive
21.5826,154,0,1,75,NC,UPDATE,transmit
21.5929,154,1,2,75,NC,UPDATE,receive
21.5929,155,1,1,74,NC,UPDATE,transmit
21.6032,155,0,2,74,NC,UPDATE,receive
21.6032,156,0,1,72,NC,UPDATE,transmit
21.6135,156,1,2,72,NC,UPDATE,receive
21.6135,157,1,1,73,NC,UPDATE,transmit
21.6237,157,0,2,73,NC,UPDATE,receive
21.6237,158,0,1,79,NC,UPDATE,transmit
21.634,158,1,2,79,NC,UPDATE,receive
21.634,159,1,1,75,NC,UPDATE,transmit
21.6443,159,0,2,75,NC,UPDATE,receive
21.6443,160,0,1,75,NC,UPDATE,transmit
21.6546,160,1,2,75,NC,UPDATE,receive
21.6546,161,1,1,79,NC,UPDATE,transmit
21.6649,161,0,2,79,NC,UPDATE,receive
21.6649,162,0,1,75,NC,UPDATE,transmit
21.6752,162,1,2,75,NC,UPDATE,receive
21.6752,163,1,1,78,NC,UPDATE,transmit
21.6855,163,0,2,78,NC,UPDATE,receive
21.6855,164,0,1,69,NC,UPDATE,transmit
21.6957,164,1,2,69,NC,UPDATE,receive
21.6957,165,1,1,71,NC,UPDATE,transmit
21.706,165,0,2,71,NC,UPDATE,receive
21.706,166,0,1,78,NC,UPDATE,transmit
21.7163,166,1,2,78,NC,UPDATE,receive
21.7163,167,1,1,70,NC,UPDATE,transmit
21.7265,167,0,2,70,NC,UPDATE,receive
21.7265,168,0,1,73,NC,UPDATE,transmit
21.7368,168,1,2,73,NC,UPDATE,receive
21.7368,169,1,1,74,NC,UPDATE,transmit
21.7471,169,0,2,74,NC,UPDATE,receive
21.7471,170,0,1,74,NC,UPDATE,transmit
21.7574,170,1,2,74,NC,UPDATE,receive
21.7574,171,1,1,74,NC,UPDATE,transmit
21.7676,171,0,2,74,NC,UPDATE,receive
21.7676,172,0,1,72,NC,UPDATE,transmit
21.7779,172,1,2,72,NC,UPDATE,receive
21.7779,173,1,1,74,NC,UPDATE,transmit
21.7882,173,0,2,74,NC,UPDATE,receive
21.7882,174,0,1,74,NC,UPDATE,transmit
21.7985,174,1,2,74,NC,UPDATE,receive
21.7985,175,1,1,75,NC,UPDATE,transmit
21.8088,175,0,2,75,NC,UPDATE,receive
21.8088,176,0,1,72,NC,UPDATE,transmit
21.819,176,1,2,72,NC,UPDATE,receive
21.819,177,1,1,70,NC,UPDATE,transmit
21.8293,177,0,2,70,NC,UPDATE,receive
21.8293,178,0,1,77,NC,UPDATE,transmit
21.8396,178,1,2,77,NC,UPDATE,receive
21.8396,179,1,1,71,NC,UPDATE,transmit
21.8498,179,0,2,71,NC,UPDATE,receive
21.8498,180,0,1,74,NC,UPDATE,transmit
21.8601,180,1,2,74,NC,UPDATE,receive
21.8601,181,1,1,72,NC,UPDATE,transmit
21.8704,181,0,2,72,NC,UPDATE,receive
21.8704,182,0,1,72,NC,UPDATE,transmit
21.8807,182,1,2,72,NC,UPDATE,receive
21.8807,183,1,1,71,NC,UPDATE,transmit
21.8909,183,0,2,71,NC,UPDATE,receive
21.8909,184,0,1,73,NC,UPDATE,transmit
21.9012,184,1,2,73,NC,UPDATE,receive
21.9012,185,1,1,72,NC,UPDATE,transmit
21.9115,185,0,2,72,NC,UPDATE,receive
21.9115,186,0,1,73,NC,UPDATE,transmit
21.9218,186,1,2,73,NC,UPDATE,receive
21.9218,187,1,1,76,NC,UPDATE,transmit
21.932,187,0,2,76,NC,UPDATE,receive
21.932,188,0,1,75,NC,UPDATE,transmit
21.9423,188,1,2,75,NC,UPDATE,receive
21.9423,189,1,1,73,NC,UPDATE,transmit
21.9526,189,0,2,73,NC,UPDATE,receive
21.9526,190,0,1,74,NC,UPDATE,transmit
21.9629,190,1,2,74,NC,UPDATE,receive
21.9629,191,1,1,73,NC,UPDATE,transmit
21.9731,191,0,2,73,NC,UPDATE,receive
21.9731,192,0,1,71,NC,UPDATE,transmit
21.9834,192,1,2,71,NC,UPDATE,receive
21.9834,193,1,1,71,NC,UPDATE,transmit
21.9937,193,0,2,71,NC,UPDATE,receive
21.9937,194,0,1,75,NC,UPDATE,transmit
22.004,194,1,2,75,NC,UPDATE,receive
22.004,195,1,1,69,NC,UPDATE,transmit
22.0142,195,0,2,69,NC,UPDATE,receive
22.0142,196,0,1,70,NC,UPDATE,transmit
22.0245,196,1,2,70,NC,UPDATE,receive
22.0245,197,1,1,72,NC,UPDATE,transmit
22.0348,197,0,2,72,NC,UPDATE,receive
22.0348,198,0,1,75,NC,UPDATE,transmit
22.0451,198,1,2,75,NC,UPDATE,receive
22.0451,199,1,1,73,NC,UPDATE,transmit
22.0553,199,0,2,73,NC,UPDATE,receive
22.0553,200,0,1,73,NC,UPDATE,transmit
22.0656,200,1,2,73,NC,UPDATE,receive
22.0656,201,1,1,72,NC,UPDATE,transmit
22.0759,201,0,2,72,NC,UPDATE,receive
22.0759,202,0,1,74,NC,UPDATE,transmit
22.0861,202,1,2,74,NC,UPDATE,receive
22.0861,203,1,1,74,NC,UPDATE,transmit
22.0964,203,0,2,74,NC,UPDATE,receive
22.0964,204,0,1,79,NC,UPDATE,transmit
22.1067,204,1,2,79,NC,UPDATE,receive
22.1067,205,1,1,72,NC,UPDATE,transmit
22.117,205,0,2,72,NC,UPDATE,receive
22.117,206,0,1,71,NC,UPDATE,transmit
22.1273,206,1,2,71,NC,UPDATE,receive
22.1273,207,1,1,75,NC,UPDATE,transmit
22.1375,207,0,2,75,NC,UPDATE,receive
22.1375,208,0,1,77,NC,UPDATE,transmit
22.1478,208,1,2,77,NC,UPDATE,receive
22.1478,209,1,1,73,NC,UPDATE,transmit
