Time,NodeID,Key
20.0105,1,766a3345ef378726fd20a858d7d4351710ed0249b157d794d49248becc5e9d86
20.0211,0,766a3345ef378726fd20a858d7d4351710ed0249b157d794d49248becc5e9d86
40.0105,1,0e6da1063b9dc32074d9adb8e91e7c91b9d2552f722a4fc895acdea5c744bc29
40.0211,0,0e6da1063b9dc32074d9adb8e91e7c91b9d2552f722a4fc895acdea5c744bc29
60.0105,1,e3c589c60361c700520e1d21c4d92a2bd65c977e6832b1f44d1bd9b37cd4bcc9
60.0211,0,e3c589c60361c700520e1d21c4d92a2bd65c977e6832b1f44d1bd9b37cd4bcc9
80.0105,1,9238d26767cbd059b97faba16d666c4e2dc6c74dce589631188b826b3332aa22
80.0211,0,9238d26767cbd059b97faba16d666c4e2dc6c74dce589631188b826b3332aa22
100.011,1,61862daf47a81dde85c19f9b0d871540c74b1e47f0f8ca9895e4ded920f9797c
100.021,0,61862daf47a81dde85c19f9b0d871540c74b1e47f0f8ca9895e4ded920f9797c
120.011,1,dc881a83d43bb33997f3fbbfa55c35cc6912cb8e9d60f68fef2f0a52095533fc
120.021,0,dc881a83d43bb33997f3fbbfa55c35cc6912cb8e9d60f68fef2f0a52095533fc
140.011,1,99c893e5bbd9d9d47948e50d6ed6af476808c9efd51d8228120c958924e01b1b
140.021,0,99c893e5bbd9d9d47948e50d6ed6af476808c9efd51d8228120c958924e01b1b
160.011,1,26422c3075bcb413c5c5c0552086731226a2d3feeae5c1075e4bf17a4bb0e8a1
160.021,0,26422c3075bcb413c5c5c0552086731226a2d3feeae5c1075e4bf17a4bb0e8a1
180.011,1,69d6ba64b4bb62b29604f80d0916de8b2c6cac32da45ff6359b506921e520547
180.021,0,69d6ba64b4bb62b29604f80d0916de8b2c6cac32da45ff6359b506921e520547
200.011,1,357d8da8b11fcc72348673747fc55ae0ddf029b259dc5955533a2cb84d598773
200.021,0,357d8da8b11fcc72348673747fc55ae0ddf029b259dc5955533a2cb84d598773
220.011,1,b84ea25d190ca35b066dd775c5ca8b1be9337ed91061389493a2a03cd2362d24
220.021,0,b84ea25d190ca35b066dd775c5ca8b1be9337ed91061389493a2a03cd2362d24
240.011,1,5950c5fc605d5dbe35bfb611f6f634d19cf04c45ed39bba5aaf60ccc542f914c
240.021,0,5950c5fc605d5dbe35bfb611f6f634d19cf04c45ed39bba5aaf60ccc542f914c
260.011,1,f4fbeecc453a010ac2eb0a261946ddf5e0f4d4792f5329722c6d5b1e9208f1da
260.021,0,f4fbeecc453a010ac2eb0a261946ddf5e0f4d4792f5329722c6d5b1e9208f1da
280.011,1,9d50d6500aad470cbd05a6eebe636bc3d26260bd1ba5d95f14f2dd8a89156b0a
280.021,0,9d50d6500aad470cbd05a6eebe636bc3d26260bd1ba5d95f14f2dd8a89156b0a
300.011,1,007a38678e1f33782bd2bbded10f15a460105e55a7e115a48728442af976357c
300.021,0,007a38678e1f33782bd2bbded10f15a460105e55a7e115a48728442af976357c
320.011,1,afe35d8d8b7b4d22ebb818d50333800a43012e221aec9cb43dda8d551d1a5a1c
320.021,0,afe35d8d8b7b4d22ebb818d50333800a43012e221aec9cb43dda8d551d1a5a1c
340.011,1,79fa36f3994529eb7e5729bba8cf447414060e1fbbd0495e75be841a0309f39a
340.021,0,79fa36f3994529eb7e5729bba8cf447414060e1fbbd0495e75be841a0309f39a
360.011,1,748d356397d57258f2d22f6baffb1d877bff282b0d835a5e9c1044183ec9e412
360.021,0,748d356397d57258f2d22f6baffb1d877bff282b0d835a5e9c1044183ec9e412
380.011,1,aa835e2224f53f4de189f0adceb62cc6158fecd265aac4e1d83f1fe89dfa2d32
380.021,0,aa835e2224f53f4de189f0adceb62cc6158fecd265aac4e1d83f1fe89dfa2d32
400.011,1,587d91d2beae6c39efcb8563e0a0f94160c1e4e7c7f67044844052d2ba775bfc
400.021,0,587d91d2beae6c39efcb8563e0a0f94160c1e4e7c7f67044844052d2ba775bfc
420.011,1,afb635f3f8750f4cd50514e9efb5a544d6008a7107820694ad3890279e624960
420.021,0,afb635f3f8750f4cd50514e9efb5a544d6008a7107820694ad3890279e624960
440.011,1,bcdd8b32540f6bdc3ded61f20190606087bb5ccb9d2daaae29a9c9afb0354bb8
440.021,0,bcdd8b32540f6bdc3ded61f20190606087bb5ccb9d2daaae29a9c9afb0354bb8
460.011,1,d053bf231f3d72a2550116b47712b7b53b19ab1b910a30375bb2bed6cf3d897d
460.021,0,d053bf231f3d72a2550116b47712b7b53b19ab1b910a30375bb2bed6cf3d897d
480.011,1,96cd79979abb330b0b9fa73a1aa84093aa2b35064a7d3cb9f64a7696b7971a62
480.021,0,96cd79979abb330b0b9fa73a1aa84093aa2b35064a7d3cb9f64a7696b7971a62
500.011,1,7f2cf5507abe09d445cc69c1c4e439a8f2d768688a54d677e857f616cf823666
500.021,0,7f2cf5507abe09d445cc69c1c4e439a8f2d768688a54d677e857f616cf823666
520.011,1,c5d9a5b00a4270243339d8d103673874ae5c414cfacc0bf0a93634ab251ea923
520.021,0,c5d9a5b00a4270243339d8d103673874ae5c414cfacc0bf0a93634ab251ea923
540.011,1,971da6429a80d0e1dc4aaa0eee323d039f720722dcf510317c939325812a27bb
540.021,0,971da6429a80d0e1dc4aaa0eee323d039f720722dcf510317c939325812a27bb
560.011,1,8fa92b452d1a566774c9e27b4445065f4820e2c4ba93101081ed2116f99a8474
560.021,0,8fa92b452d1a566774c9e27b4445065f4820e2c4ba93101081ed2116f99a8474
580.011,1,7fb4155ff5ccbdcadca0493a84c9169b1b4492ecafa23b09b02cddf1bf282ed7
